Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;I don't know Response Percentage";Idiosyncratic Response Percentage;Familiarity
Mandarin Chinese;627;80;1,170227274;??;76,11940299;1,25;15;75,9
Mandarin Chinese;628;80;0,232927855;??;100;11,25;1,25;78,5125
Mandarin Chinese;633;80;0;??;100;2,5;5;74,9125
Mandarin Chinese;634;80;2,265459438;??;52,63157895;0;5;71,2875
Mandarin Chinese;636;80;1,052981575;??;73,33333333;0;6,25;75,4625
Mandarin Chinese;637;80;1,562852714;?;56,96202532;0;1,25;72,675
Mandarin Chinese;640;80;0;???;100;0;2,5;74,6875
Mandarin Chinese;644;80;1,261735723;??;73,13432836;1,25;15;74,575
Mandarin Chinese;645;80;1,380789806;??;46,26865672;0;16,25;70,975
Mandarin Chinese;649;80;0,175565026;???;97,36842105;0;5;74,9875
Mandarin Chinese;650;80;1,825605199;??;66,66666667;11,25;13,75;57,8125
Mandarin Chinese;651;80;2,566077082;?;35,71428571;6,25;23,75;60,6875
Mandarin Chinese;652;80;0;???;100;0;2,5;78,2875
Mandarin Chinese;653;80;0,922406262;??;66,25;0;0;81,3375
Mandarin Chinese;654;80;0,230709956;??;96,25;0;0;82,65
Mandarin Chinese;656;80;0,37313999;??;94,28571429;2,5;10;75,625
Mandarin Chinese;657;80;0,173781323;??;97,4025974;0;3,75;76,7125
Mandarin Chinese;659;80;0,481225664;???;89,61038961;0;3,75;75,825
Mandarin Chinese;661;80;0,340373286;??;93,67088608;0;1,25;79,55
Mandarin Chinese;662;80;2,179940303;??;45,45454545;10;21,25;57,65
Mandarin Chinese;663;80;1,105707814;??;77,04918033;8,75;15;62,7625
Mandarin Chinese;666;80;0,975599434;??;71,62162162;1,25;6,25;77,125
Mandarin Chinese;668;80;2,316305708;??;33,33333333;0;6,25;75,3375
Mandarin Chinese;669;80;1,495811992;???;48;1,25;5;74,05
Mandarin Chinese;671;80;1,779293505;??;44,92753623;1,25;12,5;76,5125
Mandarin Chinese;672;80;0,907325138;??;76,8115942;0;13,75;73,325
Mandarin Chinese;673;80;0,172036949;??;97,43589744;0;2,5;77,525
Mandarin Chinese;675;80;1,066220775;??;82,19178082;0;8,75;72,6875
Mandarin Chinese;676;80;0,48533174;??;91,78082192;1,25;7,5;75,0625
Mandarin Chinese;677;80;0,930586129;??;65,38461538;0;2,5;79,7625
Mandarin Chinese;678;80;1,949116555;??;38,80597015;10;6,25;62,7
Mandarin Chinese;680;80;0,798194339;?;81,57894737;0;5;72,9625
Mandarin Chinese;681;80;0;??;100;0;1,25;76,2125
Mandarin Chinese;682;80;0;??;100;2,5;1,25;78,125
Mandarin Chinese;683;80;2,743792616;??;26,2295082;6,25;17,5;59,6625
Mandarin Chinese;687;80;1,445296487;??;49,29577465;0;11,25;77,7125
Mandarin Chinese;689;80;1,556895696;??;71,42857143;0;12,5;75,5375
Mandarin Chinese;690;80;0,668912825;??;86,48648649;0;7,5;77,8125
Mandarin Chinese;691;80;2,213897999;??;48,48484848;1,25;16,25;70,325
Mandarin Chinese;692;80;0;??;100;0;2,5;80,2875
Mandarin Chinese;693;80;0,88190886;?;79,22077922;0;3,75;77,9625
Mandarin Chinese;694;80;0;??;100;1,25;3,75;78,6625
Mandarin Chinese;697;80;1,754937121;??;54,16666667;1,25;8,75;75,825
Mandarin Chinese;698;80;1,343459499;??;59,21052632;0;5;79,0125
Mandarin Chinese;699;80;1;???;50;1,25;8,75;72,7875
Mandarin Chinese;700;80;1,659271922;???;56,06060606;5;12,5;77,5125
Mandarin Chinese;701;80;1,966505143;??;45,58823529;2,5;12,5;75,3625
Mandarin Chinese;702;80;0,517962493;???;90,90909091;0;3,75;77,475
Mandarin Chinese;707;80;0,489779014;?;89,33333333;0;6,25;78,6875
Mandarin Chinese;708;80;2,244224713;??;48,68421053;1,25;3,75;74,45
Mandarin Chinese;709;80;1,438909726;??;70,66666667;0;6,25;76,1625
Mandarin Chinese;710;80;0,343100308;??;94,87179487;0;2,5;77,1625
Mandarin Chinese;711;80;1,421327613;???;69,33333333;0;6,25;74,3
Mandarin Chinese;715;80;1,347910948;???;48,68421053;0;5;76,875
Mandarin Chinese;717;80;0,242292189;???;96;1,25;5;72,7
Mandarin Chinese;718;80;0,863120569;??;71,42857143;0;3,75;80,7125
Mandarin Chinese;720;80;0;??;100;0;1,25;79,9625
Mandarin Chinese;724;80;1,716314062;??;64,28571429;1,25;11,25;69,75
Mandarin Chinese;726;80;1,59788436;???;60,2739726;1,25;7,5;76,8875
Mandarin Chinese;727;80;2,141599855;??;52,38095238;6,25;15;68,8625
Mandarin Chinese;729;80;0,948171205;?????;74,02597403;2,5;1,25;77,1125
Mandarin Chinese;730;80;0;??;100;1,25;5;78,625
Mandarin Chinese;732;80;1,822515748;?;41,17647059;0;15;68,825
Mandarin Chinese;733;80;0,170330576;??;97,46835443;0;1,25;82
Mandarin Chinese;734;80;0,747024296;???;83,5443038;1,25;0;79,575
Mandarin Chinese;736;80;2,155255484;??;36,76470588;2,5;12,5;67,0625
Mandarin Chinese;740;80;0,18512476;??;97,18309859;0;11,25;75,3375
Mandarin Chinese;741;80;0,751286577;??;78,48101266;0;1,25;78,25
Mandarin Chinese;743;80;0;???;100;0;3,75;74,0125
Mandarin Chinese;745;80;1,074017157;??;64,47368421;0;5;77,425
Mandarin Chinese;746;80;1,14222828;???;76;2,5;3,75;70,8375
Mandarin Chinese;747;80;0,581888678;??;89,18918919;0;7,5;78,8625
Cypriot Greek;1;80;0,232927855;???????;96,20253165;0;1,25;78,7654321
Cypriot Greek;4;80;1,456254069;????????;59,15492958;3,75;7,5;76,59259259
Cypriot Greek;5;80;1,43873546;????;55,12820513;1,25;1,25;87,88888889
Cypriot Greek;6;80;0,538596444;???????;90,4109589;1,25;7,5;83,75308642
Cypriot Greek;7;80;0;???????;96,25;0;0;75,07407407
Cypriot Greek;8;80;0;????;100;2,5;7,5;87,65432099
Cypriot Greek;9;80;0,586918583;?????;85,8974359;0;2,5;87,95061728
Cypriot Greek;11;80;0,28907946;???????????;94,93670886;1,25;0;88,77777778
Cypriot Greek;12;80;0;???????;100;0;2,5;73,30864198
Cypriot Greek;14;80;1,130434194;?????;63,15789474;1,25;3,75;80,25925926
Cypriot Greek;15;80;0,173781323;????????;98,68421053;2,5;2,5;74,12345679
Cypriot Greek;16;80;0,173781323;???????;96,15384615;0;2,5;76,08641975
Cypriot Greek;17;80;0,963852929;????????;77,27272727;5;12,5;62,58024691
Cypriot Greek;19;80;1,237557594;?????????;69,56521739;3,797468354;10,12658228;72,51851852
Cypriot Greek;20;80;0;????????;100;0;2,5;79,03703704
Cypriot Greek;21;80;1,220004204;??????;71,05263158;1,25;3,75;72,60493827
Cypriot Greek;23;80;0;????????;100;0;3,75;88,92592593
Cypriot Greek;24;80;0;???????;100;1,25;1,25;81,24691358
Cypriot Greek;26;80;0;????????;98,66666667;2,53164557;3,797468354;86,4691358
Cypriot Greek;28;80;0;???????????;98,55072464;10,12658228;3,797468354;72,40740741
Cypriot Greek;29;80;0,367498495;?????????;92,95774648;2,5;8,75;69,58024691
Cypriot Greek;30;80;0,827840535;?????;84,93150685;2,5;6,25;78,01234568
Cypriot Greek;32;80;0,985228136;??????;57,14285714;1,25;2,5;76,9382716
Cypriot Greek;35;80;0;????;100;0;1,25;90,18518519
Cypriot Greek;38;80;0;??????;100;1,25;2,5;78,27160494
Cypriot Greek;39;80;0,191433255;?????;97,05882353;6,25;8,75;78,77777778
Cypriot Greek;42;80;0;??????;100;0;0;87,69135802
Cypriot Greek;43;80;0,784519139;??????;76,62337662;0;3,75;87,97530864
Cypriot Greek;46;80;0;?????????;100;0;1,25;81,02469136
Cypriot Greek;47;80;0,413888922;??????;93,42105263;1,25;3,75;75,43209877
Cypriot Greek;48;80;0;???????????;100;0;6,25;82,02469136
Cypriot Greek;52;80;1,278398726;??????;68,11594203;7,5;6,25;68,87654321
Cypriot Greek;53;80;1,194013484;??????;59,49367089;0;1,25;86
Cypriot Greek;55;80;0;????;100;1,25;2,5;83,81481481
Cypriot Greek;56;80;0;???????;100;3,75;2,5;82,65432099
Cypriot Greek;57;80;0,553507265;????????????;87,14285714;3,75;8,75;76,66666667
Cypriot Greek;61;80;0,183122068;?????????;97,22222222;1,25;8,75;81,97530864
Cypriot Greek;62;80;1,128337326;???????;55,84415584;2,5;1,25;79,82716049
Cypriot Greek;63;80;1,080977596;????????;77,92207792;1,25;2,5;83,5308642
Cypriot Greek;64;80;0; ??????;100;2,5;1,25;85,83950617
Cypriot Greek;66;80;1,372978985;?????;73,68421053;0;5;81,54320988
Cypriot Greek;67;80;0,170330576;???????;97,46835443;0;1,25;91,13580247
Cypriot Greek;68;80;0;????;100;0;0;87,95061728
Cypriot Greek;69;80;0;???????;100;0;0;91,28395062
Cypriot Greek;70;80;0,764092913;????????;86,30136986;3,75;5;79,04938272
Cypriot Greek;71;80;1,162837764;???????;74,02597403;1,25;2,5;81,74074074
Cypriot Greek;72;80;0,24729444;????;95,89041096;2,5;6,25;87,16049383
Cypriot Greek;73;80;0,766353365;????;88;5;1,25;82,11111111
Cypriot Greek;74;80;0,795881274;???????;75,94936709;0;1,25;77,64197531
Cypriot Greek;75;80;0;???????;100;0;1,25;86,4691358
Cypriot Greek;76;80;0,643355498;????????;89,47368421;1,25;3,75;80,9382716
Cypriot Greek;77;80;0,18512476;??????;97,18309859;7,5;3,75;71,59259259
Cypriot Greek;78;80;0;??????;100;0;0;91,40740741
Cypriot Greek;79;80;0,173781323;????????????;97,4025974;0;3,75;89,48148148
Cypriot Greek;80;80;0;??????????;100;0;1,25;80,18518519
Cypriot Greek;81;80;0,193642805;?????;97,01492537;12,5;3,75;77
Cypriot Greek;82;80;1,101854303;?????;73,41772152;0;1,25;83,74074074
Cypriot Greek;83;80;0,232927855;??????;96,20253165;0;1,25;89,90123457
Cypriot Greek;84;80;0,172036949;?????;97,43589744;0;2,5;79,62962963
Cypriot Greek;85;80;0;????????;100;1,25;0;80,7037037
Cypriot Greek;86;80;0,78836997;???????;83,78378378;0;7,5;81,7037037
Cypriot Greek;87;80;0;??????;100;1,25;0;76,02469136
Cypriot Greek;88;80;1,312672542;?????????;62,16216216;5;2,5;72,17283951
Cypriot Greek;90;80;0,726767108;???????;85,71428571;0;3,75;88,07407407
Cypriot Greek;91;80;0,173781323;?????;97,4025974;0;3,75;88,04938272
Cypriot Greek;92;80;0;?????;94,93670886;0;1,265822785;70,44444444
Cypriot Greek;96;80;0,847590772;????;84,61538462;0;2,5;89,01234568
Cypriot Greek;97;80;0,517962493;?????;90,90909091;2,5;1,25;82,64197531
Cypriot Greek;98;80;0,439496987;??????;90,90909091;1,25;2,5;73,32098765
Cypriot Greek;99;80;1,135378834;???????;70,27027027;1,25;6,25;85,33333333
Cypriot Greek;100;80;0;????;100;1,25;0;91,48148148
Cypriot Greek;101;80;0,6789539;??????;82,05128205;0;2,5;82,55555556
Cypriot Greek;102;80;0;??????;100;1,25;2,5;89,14814815
Cypriot Greek;104;80;0,98285869;????????;56,96202532;0;1,25;87,79012346
Cypriot Greek;105;80;0,87029534;?????;78,20512821;2,5;0;73,98765432
Cypriot Greek;106;80;0;??????????;100;1,25;3,75;76
Cypriot Greek;107;80;1,347510074;????????;70,58823529;6,329113924;8,860759494;63,85185185
Cypriot Greek;108;80;0;??????????;100;0;3,75;87,35802469
Cypriot Greek;110;80;1,154223892;???????;64,1025641;0;2,5;85,38271605
Cypriot Greek;111;80;0,173781323;??????;97,4025974;2,5;1,25;69,64197531
Cypriot Greek;112;80;0,581888678;?????????;89,18918919;2,5;5;79,0617284
Cypriot Greek;113;80;0,917119356;?????;81,08108108;0;7,5;83,07407407
Cypriot Greek;114;80;0;??????;100;0;0;92,11111111
Cypriot Greek;115;80;0,249882293;???????????;95,83333333;5;5;67,69135802
Cypriot Greek;116;80;0;?????;100;0;3,75;83,85185185
Cypriot Greek;117;80;0,853372819;?????;72,15189873;1,25;0;81,67901235
Cypriot Greek;118;80;1,410940115;?????;65,38461538;0;2,5;78,54320988
Cypriot Greek;121;80;0;??????????;100;2,5;2,5;73,90123457
Cypriot Greek;122;80;0;???????;100;0;1,25;89,81481481
Cypriot Greek;124;80;0,547990008;?????;87,34177215;0;1,25;84,24691358
Cypriot Greek;125;80;0;?????????;100;5;5;80,98765432
Cypriot Greek;126;80;0,985228136;??????????;57,14285714;1,25;2,5;75,61728395
Cypriot Greek;127;80;2,192120661;?????;33,33333333;3,797468354;6,329113924;72,03703704
Cypriot Greek;128;80;1,286833301;??????;66,66666667;0;2,5;82,2345679
Cypriot Greek;129;80;0;??????;100;0;1,25;92,27160494
Cypriot Greek;131;80;0,244765082;????????????;95,94594595;0;7,5;87,2345679
Cypriot Greek;137;80;1,107272411;???????;60,52631579;2,5;2,5;71,77777778
Cypriot Greek;138;80;0;??????;100;0;1,25;91,69135802
Cypriot Greek;139;80;0;????????;100;1,25;2,5;74,03703704
Cypriot Greek;140;80;0,339712371;?????;94,93670886;0;1,25;85,58024691
Cypriot Greek;141;80;1,398462938;??????????;65,38461538;0;2,5;81,01234568
Cypriot Greek;142;80;0;??????;100;0;1,25;91,43209877
Cypriot Greek;145;80;0,51594693;???????;88,46153846;0;2,5;88,2345679
Cypriot Greek;146;80;1,12730384;????;71,69811321;20,77922078;14,28571429;57,34567901
Cypriot Greek;148;80;0,401825855;????;93,67088608;0;1,25;71,80246914
Cypriot Greek;149;80;1,519556365;?????????;43,42105263;2,53164557;2,53164557;79,24691358
Cypriot Greek;150;80;1,655231484;?????;55,55555556;5;5;70,72839506
Cypriot Greek;152;80;0,28907946;?????????;94,93670886;0;1,25;83,43209877
Cypriot Greek;153;80;0;???????;100;0;3,75;82,55555556
Cypriot Greek;154;80;0,480433457;???????;90,66666667;5,063291139;1,265822785;75,32098765
Cypriot Greek;155;80;1,02995542;??????;80,64516129;13,92405063;8,860759494;62,56790123
Cypriot Greek;156;80;0,511639784;?????;88,60759494;0;1,25;86,4691358
Cypriot Greek;159;80;1,215893128;?????;56,41025641;0;2,5;83,87654321
Cypriot Greek;160;80;1,424627386;???????;55,88235294;8,75;6,25;66,79012346
Cypriot Greek;161;80;0;???????;100;0;1,25;83,75308642
Cypriot Greek;163;80;0,300391417;??????;94,66666667;3,75;2,5;80,41975309
Cypriot Greek;164;80;0;??????;100;0;2,5;90,81481481
Cypriot Greek;165;80;0;????;100;0;2,5;86,64197531
Cypriot Greek;167;80;0,881112737;???????;81,33333333;0;6,25;85,61728395
Cypriot Greek;169;80;0,175565026;?????;97,36842105;1,25;3,75;86,51851852
Cypriot Greek;170;80;2,205653334;?????;49,36708861;0;1,25;81,38271605
Cypriot Greek;172;80;0;?????????;100;0;2,5;82,75308642
Cypriot Greek;173;80;0;?????????;100;0;3,75;88,71604938
Cypriot Greek;175;80;0,346731468;????????;93,50649351;0;3,75;81,55555556
Cypriot Greek;177;80;0;????????;100;0;1,25;85,69135802
Cypriot Greek;178;80;0,346731468;??????;94,73684211;3,75;1,25;79,54320988
Cypriot Greek;181;80;0;???????;100;0;1,25;87,71604938
Cypriot Greek;184;80;0,513072912;???????;91,02564103;0;2,5;71,96296296
Cypriot Greek;185;80;0;?????;100;0;1,25;90,34567901
Cypriot Greek;186;80;0,792109919;??????;84,84848485;11,39240506;6,329113924;58,91358025
Cypriot Greek;187;80;1,1723854;????;73,68421053;1,25;3,75;77,59259259
Cypriot Greek;189;80;0,489779014;???????????;89,33333333;1,25;5;70,86419753
Cypriot Greek;190;80;0,346563258;?????;94,80519481;0;3,75;90,19753086
Cypriot Greek;191;80;0,618995594;??????;94,73684211;0;5;90,16049383
Cypriot Greek;192;80;0;??????????;100;5;6,25;77,20987654
Cypriot Greek;193;80;1,07982396;???????;63,15789474;2,53164557;2,53164557;72,62962963
Cypriot Greek;196;80;0,173781323;???????????;97,4025974;0;3,75;91,25925926
Cypriot Greek;197;80;0,709825885;????????;79,41176471;5,063291139;10,12658228;74,9382716
Cypriot Greek;199;80;0;??????;98,7012987;0;3,797468354;83,25925926
Cypriot Greek;200;80;0,89829345;????????;81,69014085;3,797468354;7,594936709;69,20987654
Cypriot Greek;204;80;0,770131234;?????????;84,61538462;1,25;1,25;87,0617284
Cypriot Greek;205;80;0,398459274;??????????;92,10526316;1,25;3,75;81,88888889
Cypriot Greek;207;80;2,63901698;????;37,33333333;0;6,25;79,55555556
Cypriot Greek;208;80;0;?????????;100;0;1,25;82,75308642
Cypriot Greek;209;80;1,426192933;???????????;70;18,75;6,25;56,77777778
Cypriot Greek;210;80;1,683591551;??????;46,25;0;0;88,27160494
Cypriot Greek;212;80;0,235193382;???????;96,15384615;1,25;1,25;80,62962963
Cypriot Greek;216;80;0,744866174;?????;81,57894737;3,75;1,25;79,01234568
Cypriot Greek;218;80;0,821812731;????;74,32432432;0;7,5;78,90123457
Cypriot Greek;220;80;1,644282661;??????;47,14285714;8,75;3,75;71,39506173
Cypriot Greek;221;80;0;??????;100;0;2,5;80,27160494
Cypriot Greek;222;80;0;??????;100;0;3,75;89,02469136
Cypriot Greek;223;80;0,232927855;????????;96,20253165;0;1,25;85,39506173
Cypriot Greek;224;80;0;??????;100;0;2,5;85,40740741
Cypriot Greek;226;80;0,895486376;?????;77,92207792;1,25;2,5;79,34567901
Cypriot Greek;227;80;0,181166402;??????;97,26027397;3,75;5;78,59259259
Cypriot Greek;228;80;2,576470283;????????;45,90163934;15,18987342;8,860759494;61,85185185
Cypriot Greek;231;80;0,244765082;??????;95,94594595;0;7,5;84,67901235
Cypriot Greek;232;80;1,278858195;????;66,66666667;12,65822785;5,063291139;58,54320988
Cypriot Greek;233;80;0,811278124;?????;75;0;0;88,35802469
Cypriot Greek;234;80;0,187176257;?????;97,14285714;6,25;6,25;83,67901235
Cypriot Greek;235;80;0,350103828;??????;94,73684211;0;5;80,30864198
Cypriot Greek;236;80;0;?????????????;100;2,5;2,5;75,96296296
Cypriot Greek;238;80;0;????;100;1,25;3,75;83,18518519
Cypriot Greek;239;80;1,331191774;???????;71,79487179;0;2,53164557;88,86419753
Cypriot Greek;240;80;1,144448067;??????;51,28205128;0;2,5;76,97530864
Cypriot Greek;241;80;0;????;100;0;3,75;92,90123457
Cypriot Greek;242;80;0,175565026;??????????;97,36842105;1,25;3,75;82,92592593
Cypriot Greek;244;80;0,555150109;?????;89,87341772;0;1,25;88,49382716
Cypriot Greek;245;80;0;????;100;1,25;1,25;80,74074074
Cypriot Greek;246;80;0;???????????;100;0;1,25;85,38271605
Cypriot Greek;247;80;0,80609147;?????????;75,32467532;1,25;2,5;82,4691358
Cypriot Greek;248;80;1,583105225;????;33,78378378;6,25;1,25;69,30864198
Cypriot Greek;249;80;0;??????;100;2,5;2,5;85,74074074
Cypriot Greek;252;80;1,171688656;?????;81,33333333;3,75;2,5;76,54320988
Cypriot Greek;253;80;0,513072912;???????;91,02564103;0;2,5;79,24691358
Cypriot Greek;254;80;0,821280942;?????????;74,35897436;0;2,5;78,03703704
Cypriot Greek;255;80;0,172036949;??????;97,43589744;0;2,5;83,40740741
Cypriot Greek;258;80;1,512644748;????????;42,30769231;1,25;1,25;86,2962963
Cypriot Greek;260;80;0,353724751;????;94,66666667;0;6,25;84,2962963
Cypriot Greek;261;80;1,72261076;?????;49,33333333;0;6,25;80,51851852
Cypriot Greek;264;80;0,969430916;??????;60,25641026;1,25;1,25;88,74074074
Cypriot Greek;265;80;0,183122068;????????;94,59459459;5;2,5;71,17283951
Cypriot Greek;266;80;0,6789539;???????;82,05128205;0;2,5;81,79012346
Cypriot Greek;267;80;0,517962493;??????;90,90909091;0;3,75;81,82716049
Cypriot Greek;268;80;0;???????;100;0;1,25;92,69135802
Cypriot Greek;269;80;1,115078436;????????????;76,38888889;5;5;68,28395062
Cypriot Greek;270;80;1,14102438;?????;53,94736842;1,25;3,75;80,28395062
Cypriot Greek;271;80;0,751286577;???????;78,48101266;1,25;0;81,96296296
Cypriot Greek;273;80;0;?????????;100;0;1,25;87,51851852
Cypriot Greek;275;80;1,135963684;????;65,33333333;1,25;5;69,28395062
Cypriot Greek;277;80;0,639556365;???????;88;1,25;5;78,61728395
Cypriot Greek;278;80;0,175565026;???????;97,36842105;1,25;3,75;79,08641975
Cypriot Greek;281;80;0;????;100;0;3,75;88,91358025
Cypriot Greek;282;80;0,409780208;?????????;93,50649351;2,5;1,25;70,60493827
Cypriot Greek;283;80;0;?????????;100;0;3,75;75,20987654
Cypriot Greek;285;80;0;??????;100;0;0;89,71604938
Cypriot Greek;286;80;0,989587521;??????;56;1,25;5;81,18518519
Cypriot Greek;288;80;0,350010593;?????;93,42105263;1,25;3,75;85,74074074
Cypriot Greek;289;80;0,774241158;????;77,21518987;1,25;0;89,27160494
Cypriot Greek;290;80;0;??????;100;0;1,25;81,5308642
Cypriot Greek;291;80;1,161050143;????????;73,68421053;0;5,063291139;71,75308642
Cypriot Greek;292;80;0;??????;100;2,5;7,5;71,4691358
Cypriot Greek;293;80;0,187176257;???????????;97,14285714;7,5;5;65,33333333
Cypriot Greek;294;80;0,242292189;??????????;96;2,5;3,75;74,71604938
Cypriot Greek;295;80;0;??????;100;0;0;85,03703704
Cypriot Greek;297;80;0;?????????;100;0;1,25;87,62962963
Cypriot Greek;299;80;0,881093939;??????????????;76,31578947;2,5;2,5;67,96296296
Cypriot Greek;301;80;0,73206669;?????;79,48717949;1,25;1,25;72,44444444
Cypriot Greek;303;80;1,445874767;?????;72,30769231;10;8,75;68,65432099
Cypriot Greek;307;80;0,577653903;?????;86,25;0;0;80,2345679
Cypriot Greek;308;80;0;????;100;0;1,25;90,24691358
Cypriot Greek;309;80;0;??????;100;0;0;92,0617284
Cypriot Greek;310;80;0,677492163;???????;86,07594937;0;1,25;86,16049383
Cypriot Greek;311;80;0;????????;100;0;2,5;85
Cypriot Greek;312;80;0;????????;100;1,25;2,5;85,14814815
Cypriot Greek;313;80;1,108451221;???????;77,33333333;0;6,25;84,33333333
Cypriot Greek;314;80;0,891272075;?????;78,75;0;0;88,97530864
Cypriot Greek;315;80;1,525119462;?????????????;55,55555556;7,5;2,5;61,24691358
Cypriot Greek;317;80;0,170330576;??????????;97,46835443;0;1,25;82,80246914
Cypriot Greek;318;80;0,173781323;?????;94,93670886;0;1,265822785;85,30864198
Cypriot Greek;319;80;0;???????;100;0;2,5;81,38271605
Cypriot Greek;320;80;0,175565026;????????;97,36842105;1,25;3,75;88,0617284
Cypriot Greek;323;80;0;???????????;100;1,25;1,25;78,90123457
Cypriot Greek;324;80;0,795881274;????;75,94936709;0;1,25;84,33333333
Cypriot Greek;326;80;0;???????;100;0;1,25;91,16049383
Cypriot Greek;327;80;0;??????;100;1,25;2,5;82,69135802
Cypriot Greek;330;80;0,779625736;???????????;80,28169014;7,692307692;3,846153846;64,35802469
Cypriot Greek;331;80;0,701206584;???????;81,01265823;0;1,25;89,24691358
Cypriot Greek;335;80;0,49291578;????????;86,56716418;7,692307692;8,974358974;76,77777778
Cypriot Greek;336;80;0,779349837;????;76,92307692;1,25;1,25;88,72839506
Cypriot Greek;337;80;0,938072126;?????;77,41935484;16,88311688;6,493506494;43,11111111
Cypriot Greek;338;80;0;????;100;0;1,25;88,27160494
Cypriot Greek;340;80;0;?????????;100;0;0;88,77777778
Cypriot Greek;341;80;0,99789131;??????;52,7027027;2,5;5;73,43209877
Cypriot Greek;342;80;1,413606225;?????;70,83333333;2,5;7,5;81,54320988
Cypriot Greek;343;80;0;????????;100;0;1,25;88,62962963
Cypriot Greek;346;80;0,235193382;?????;96,15384615;2,5;0;71,80246914
Cypriot Greek;348;80;0;???????;100;0;2,5;87,37037037
Cypriot Greek;349;80;1,075091422;?????????;64,1025641;0;2,5;85,74074074
Cypriot Greek;350;80;2,245275234;??????;41,55844156;1,25;2,5;75,01234568
Cypriot Greek;351;80;0;?????????;100;0;3,75;85
Cypriot Greek;353;80;0,874931588;??????;70,51282051;0;2,5;90,7654321
Cypriot Greek;354;80;0,713020032;???????;88;1,25;5;73,91358025
Cypriot Greek;357;80;0;??????;100;0;0;85,62962963
Cypriot Greek;358;80;0;??????????;100;0;2,5;93,61728395
Cypriot Greek;359;80;0;???????;100;0;1,25;86,90123457
Cypriot Greek;361;80;0;???????;100;1,25;1,25;81,62962963
Cypriot Greek;362;80;0;??????;100;0;0;89,09876543
Cypriot Greek;363;80;0,291818257;???????????;94,87179487;0;2,5;87,40740741
Cypriot Greek;365;80;0;?????????????;100;3,75;6,25;80,17283951
Cypriot Greek;367;80;2,723191301;?????;23,4375;7,5;12,5;60,59259259
Cypriot Greek;368;80;0,244765082;????????;94,66666667;2,53164557;3,797468354;80,37037037
Cypriot Greek;369;80;0,461881705;?????????;92,30769231;0;2,5;88,04938272
Cypriot Greek;370;80;0,645688901;????????;87,83783784;3,75;3,75;72,17283951
Cypriot Greek;373;80;0,544820078;??????????;89,33333333;2,53164557;3,797468354;78,08641975
Cypriot Greek;376;80;1,458420884;???????;74,66666667;3,797468354;2,53164557;69,32098765
Cypriot Greek;378;80;1,596667753;???????;60;3,75;2,5;72,83950617
Cypriot Greek;379;80;0;?????;100;0;2,5;79,86419753
Cypriot Greek;380;80;0,954544642;???????;77,92207792;0;3,75;74,64197531
Cypriot Greek;381;80;0;???????;100;1,25;0;90,56790123
Cypriot Greek;383;80;1,281701324;???????;63,51351351;2,5;5;81,33333333
Cypriot Greek;386;80;0,172036949;?????;97,43589744;0;2,5;72,44444444
Cypriot Greek;387;80;0,852051362;??????????;80,51948052;1,25;2,5;83,77777778
Cypriot Greek;388;80;0;??????;100;0;1,25;88,11111111
Cypriot Greek;390;80;1,437350897;?????;69,23076923;0;2,5;84,24691358
Cypriot Greek;391;80;0;???????;100;0;1,25;80,97530864
Cypriot Greek;392;80;0,663058698;????????;89,04109589;2,5;6,25;77,55555556
Cypriot Greek;397;80;0,937092708;????;75;6,25;3,75;76,81481481
Cypriot Greek;398;80;0;??????;100;0;1,25;90,79012346
Cypriot Greek;399;80;0,172036949;?????????;97,43589744;0;2,5;81,24691358
Cypriot Greek;400;80;0,585927498;?????;89,47368421;2,5;2,5;78,34567901
Cypriot Greek;404;80;2,329462556;?????????;28,125;11,39240506;8,860759494;62,28395062
Cypriot Greek;405;80;0;??????;100;1,25;2,5;75,27160494
Cypriot Greek;407;80;0,297472249;?????;94,73684211;0;5;87,2962963
Cypriot Greek;408;80;0,73206669;???????;79,48717949;0;2,5;87,59259259
Cypriot Greek;409;80;0;??????;100;18,75;6,25;68,13580247
Cypriot Greek;410;80;2,530154884;?????????;32,8358209;12,65822785;3,797468354;66,24691358
Cypriot Greek;411;80;0,431804994;??????;91,13924051;0;1,25;83,83950617
Cypriot Greek;412;80;0,443458145;??????????;90,78947368;1,25;3,75;77,66666667
Cypriot Greek;413;80;0,946858989;???????;82,05128205;0;2,5;79,86419753
Cypriot Greek;414;80;1,689220923;????????;39,74358974;0;2,5;82,60493827
Cypriot Greek;416;80;0;??????;100;0;1,25;87,92592593
Cypriot Greek;418;80;0;????????;100;1,25;1,25;86,51851852
Cypriot Greek;420;80;0,472736924;??????;92,20779221;2,5;1,25;74,5308642
Cypriot Greek;422;80;0,418089375;????????;92,10526316;3,797468354;1,265822785;76,43209877
Cypriot Greek;423;80;0;????;100;0;1,25;89,59259259
Cypriot Greek;425;80;1,484355979;???????;44,89795918;29,48717949;10,25641026;35,02469136
Cypriot Greek;426;80;0;??????;100;0;1,25;85
Cypriot Greek;428;80;0,443458145;????????;90,78947368;2,5;2,5;74,18518519
Cypriot Greek;430;80;0,550305389;?????;90,4109589;2,5;6,25;79,28395062
Cypriot Greek;431;80;0,232927855;?????;96,20253165;0;1,25;83,50617284
Cypriot Greek;433;80;0,468995594;????????;90;0;0;80,41975309
